"Loc_Name","Year","QAQC","Spp_Code","mean","sd","se","Site_Name","Site_Code","Loc_Code","Common_Name","Spp_Name","Category","TSN","Comments"
"Green Island","2016","0","ASCNOD",0.041,0.055,0.032,"Boston Harbor NRA","BOHA","GREISL","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Green Island","2016","0","MUSSPP",0.017,0.022,0.013,"Boston Harbor NRA","BOHA","GREISL","Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Green Island","2016","0","ROCK",0.126,0.042,0.024,"Boston Harbor NRA","BOHA","GREISL","Rock","Rock","Substrate",-893,"rock"
"Green Island","2016","0","FUCSPP",0.238,0.106,0.061,"Boston Harbor NRA","BOHA","GREISL","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Green Island","2016","0","ULVSPP",0.009,0.009,0.005,"Boston Harbor NRA","BOHA","GREISL","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Green Island","2016","0","WATER",0.055,0.009,0.005,"Boston Harbor NRA","BOHA","GREISL","Water","Water","Substrate",-899,""
"Outer Brewster","2013","0","BARSPP",0.123,0.026,0.015,"Boston Harbor NRA","BOHA","OUTBRE","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Outer Brewster","2013","0","NONCOR",0.209,0.029,0.017,"Boston Harbor NRA","BOHA","OUTBRE","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Outer Brewster","2013","0","FUCEPI",0.039,0.014,0.008,"Boston Harbor NRA","BOHA","OUTBRE","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Outer Brewster","2013","0","CHOMAS",0.075,0.035,0.02,"Boston Harbor NRA","BOHA","OUTBRE","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Outer Brewster","2013","0","ASCNOD",0.02,0.024,0.014,"Boston Harbor NRA","BOHA","OUTBRE","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Outer Brewster","2013","0","MUSSPP",0.022,0.008,0.005,"Boston Harbor NRA","BOHA","OUTBRE","Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Outer Brewster","2013","0","ROCK",0.077,0.023,0.013,"Boston Harbor NRA","BOHA","OUTBRE","Rock","Rock","Substrate",-893,"rock"
"Outer Brewster","2013","0","FUCSPP",0.374,0.027,0.016,"Boston Harbor NRA","BOHA","OUTBRE","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Outer Brewster","2013","0","ULVSPP",0.019,0.022,0.013,"Boston Harbor NRA","BOHA","OUTBRE","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Outer Brewster","2013","0","WATER",0.017,0.007,0.004,"Boston Harbor NRA","BOHA","OUTBRE","Water","Water","Substrate",-899,""
"Outer Brewster","2014","0","BARSPP",0.086,0.027,0.016,"Boston Harbor NRA","BOHA","OUTBRE","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Outer Brewster","2014","0","NONCOR",0.064,0.036,0.021,"Boston Harbor NRA","BOHA","OUTBRE","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Outer Brewster","2014","0","FUCEPI",0.03,0.005,0.003,"Boston Harbor NRA","BOHA","OUTBRE","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Outer Brewster","2014","0","CHOMAS",0.105,0.05,0.029,"Boston Harbor NRA","BOHA","OUTBRE","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Outer Brewster","2014","0","ASCNOD",0.013,0.001,0.001,"Boston Harbor NRA","BOHA","OUTBRE","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Outer Brewster","2014","0","MUSSPP",0.012,0.02,0.012,"Boston Harbor NRA","BOHA","OUTBRE","Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Outer Brewster","2014","0","ROCK",0.116,0.051,0.029,"Boston Harbor NRA","BOHA","OUTBRE","Rock","Rock","Substrate",-893,"rock"
"Outer Brewster","2014","0","FUCSPP",0.495,0.04,0.023,"Boston Harbor NRA","BOHA","OUTBRE","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Outer Brewster","2014","0","ULVSPP",0.025,0.024,0.014,"Boston Harbor NRA","BOHA","OUTBRE","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Outer Brewster","2014","0","WATER",0.004,0.008,0.005,"Boston Harbor NRA","BOHA","OUTBRE","Water","Water","Substrate",-899,""
"Outer Brewster","2015","0","BARSPP",0.292,0.017,0.01,"Boston Harbor NRA","BOHA","OUTBRE","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Outer Brewster","2015","0","NONCOR",0.121,0.021,0.012,"Boston Harbor NRA","BOHA","OUTBRE","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Outer Brewster","2015","0","FUCEPI",0.005,0.008,0.005,"Boston Harbor NRA","BOHA","OUTBRE","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Outer Brewster","2015","0","CHOMAS",0.075,0.015,0.009,"Boston Harbor NRA","BOHA","OUTBRE","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Outer Brewster","2015","0","ASCNOD",0.012,0.012,0.007,"Boston Harbor NRA","BOHA","OUTBRE","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Outer Brewster","2015","0","MUSSPP",0.063,0.026,0.015,"Boston Harbor NRA","BOHA","OUTBRE","Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Outer Brewster","2015","0","ROCK",0.087,0.01,0.006,"Boston Harbor NRA","BOHA","OUTBRE","Rock","Rock","Substrate",-893,"rock"
"Outer Brewster","2015","0","FUCSPP",0.231,0.028,0.016,"Boston Harbor NRA","BOHA","OUTBRE","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Outer Brewster","2015","0","ULVSPP",0.024,0.024,0.014,"Boston Harbor NRA","BOHA","OUTBRE","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Outer Brewster","2015","0","WATER",0.016,0.019,0.011,"Boston Harbor NRA","BOHA","OUTBRE","Water","Water","Substrate",-899,""
"Outer Brewster","2016","0","BARSPP",0.101,0.03,0.017,"Boston Harbor NRA","BOHA","OUTBRE","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Outer Brewster","2016","0","NONCOR",0.208,0.047,0.027,"Boston Harbor NRA","BOHA","OUTBRE","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Outer Brewster","2016","0","FUCEPI",0.025,0.012,0.007,"Boston Harbor NRA","BOHA","OUTBRE","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Outer Brewster","2016","0","CHOMAS",0.052,0.018,0.01,"Boston Harbor NRA","BOHA","OUTBRE","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Outer Brewster","2016","0","ASCNOD",0.004,0.008,0.005,"Boston Harbor NRA","BOHA","OUTBRE","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Outer Brewster","2016","0","MUSSPP",0.047,0.015,0.009,"Boston Harbor NRA","BOHA","OUTBRE","Mussel","primarily Mytilus edulis","Species Group",-883,"mussel species group (dominated by Mytilus edulis)"
"Outer Brewster","2016","0","ROCK",0,0,0,"Boston Harbor NRA","BOHA","OUTBRE","Rock","Rock","Substrate",-893,"rock"
"Outer Brewster","2016","0","FUCSPP",0.48,0.018,0.01,"Boston Harbor NRA","BOHA","OUTBRE","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Outer Brewster","2016","0","ULVSPP",0.009,0.008,0.005,"Boston Harbor NRA","BOHA","OUTBRE","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Outer Brewster","2016","0","WATER",0.026,0.013,0.008,"Boston Harbor NRA","BOHA","OUTBRE","Water","Water","Substrate",-899,""
