"Site_Name","Loc_Name","Start_Date","Year","Plot_Name","Com_Sp","variable","value"
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X1","Common sea star (Asterias rubens)","Abundance",0.35
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X3","Common sea star (Asterias rubens)","Abundance",0.05
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X3","Common sea star (Asterias rubens)","Abundance",0.05
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X3","Common sea star (Asterias rubens)","Abundance",0.05
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X3","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X1","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X2","Common sea star (Asterias rubens)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X3","Common sea star (Asterias rubens)","Abundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X1","Common sea star (Asterias rubens)","Abundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X2","Common sea star (Asterias rubens)","Abundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0.1
"Acadia NP","Little Hunter",2017-06-28,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2017-06-24,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0.2
"Acadia NP","Little Moose",2017-06-24,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0.45
"Acadia NP","Little Moose",2017-06-24,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2018-05-18,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2018-05-18,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0.1
"Acadia NP","Little Moose",2018-05-18,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Little Moose",2019-06-07,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0.05
"Acadia NP","Little Moose",2019-06-07,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0.4
"Acadia NP","Little Moose",2019-06-07,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0.05
"Acadia NP","Otter Point",2013-06-23,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0.05
"Acadia NP","Otter Point",2017-06-27,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2017-06-27,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2017-06-27,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0.15
"Acadia NP","Otter Point",2018-05-20,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2018-05-20,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2018-05-20,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0.05
"Acadia NP","Otter Point",2019-06-09,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2015-06-11,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2015-06-11,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2015-06-11,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0.1
"Acadia NP","Ship Harbor",2016-06-29,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2016-06-29,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2016-06-29,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2017-06-26,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2017-06-26,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2017-06-26,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0.2
"Acadia NP","Ship Harbor",2018-05-21,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2018-05-21,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2018-05-21,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0.05
"Acadia NP","Ship Harbor",2019-06-10,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2019-06-10,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Ship Harbor",2019-06-10,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0.05
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0.05
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2014-07-17,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2014-07-17,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0.05
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X1","Northern sea star (Asterias forbesii)","Abundance",0.3
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X2","Northern sea star (Asterias forbesii)","Abundance",0.05
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X3","Northern sea star (Asterias forbesii)","Abundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X1","Northern sea star (Asterias forbesii)","Abundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X2","Northern sea star (Asterias forbesii)","Abundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.470003629245736
"Acadia NP","Bass Harbor",2014-06-21,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.22314355131421
"Acadia NP","Bass Harbor",2015-06-12,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Acadia NP","Bass Harbor",2016-06-28,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.559615787935423
"Acadia NP","Bass Harbor",2017-06-25,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.641853886172395
"Acadia NP","Bass Harbor",2018-05-18,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Bass Harbor",2019-06-11,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Little Hunter",2016-06-27,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.37024374146786
"Acadia NP","Little Hunter",2017-06-28,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",3.12236492448736
"Acadia NP","Little Hunter",2018-05-19,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.262364264467491
"Acadia NP","Little Hunter",2018-05-19,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",3.02042488614436
"Acadia NP","Little Hunter",2019-06-08,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.39333945626251
"Acadia NP","Little Moose",2016-06-25,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.27726728500976
"Acadia NP","Little Moose",2016-06-25,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.182321556793955
"Acadia NP","Little Moose",2016-06-25,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.85070650150373
"Acadia NP","Little Moose",2017-06-24,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",3.3375473545857
