Site_Name,Site_Code,Loc_Name,Loc_Code,Year,Common,Species,Spp_Name,Com_Sp,Zone,variable,QAQC,mean,se,N
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Abundance,FALSE,1.08,0.66,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,logAbundance,FALSE,0.4,0.24,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Proportion.Damaged,FALSE,0.07,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Abundance,FALSE,20.8,11.42,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,logAbundance,FALSE,2.08,0.78,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Proportion.Damaged,FALSE,0.24,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Abundance,FALSE,6.94,5.04,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,logAbundance,FALSE,1.19,0.61,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Proportion.Damaged,FALSE,0.21,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Abundance,FALSE,1.6,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,logAbundance,FALSE,0.53,0.34,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,FALSE,7.46,5.55,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,FALSE,1.21,0.63,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,FALSE,0.17,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,FALSE,14.92,4.51,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,FALSE,2.54,0.29,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,FALSE,0.3,0.04,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,FALSE,6.92,2.74,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,FALSE,1.57,0.49,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,FALSE,0.3,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,FALSE,33.08,13.56,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,FALSE,2.79,0.77,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,FALSE,0.29,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,FALSE,2.66,1.68,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,FALSE,0.75,0.46,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,FALSE,12.28,4.44,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,2.1,0.56,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0.3,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,6.4,1.81,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,1.64,0.42,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.3,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,1.6,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,0.53,0.34,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Abundance,FALSE,1.08,0.66,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,logAbundance,FALSE,0.4,0.24,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Proportion.Damaged,FALSE,0.15,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Abundance,FALSE,8,4.22,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,logAbundance,FALSE,1.58,0.53,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Proportion.Damaged,FALSE,0.28,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Abundance,FALSE,10.66,7.5,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,logAbundance,FALSE,1.49,0.69,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Proportion.Damaged,FALSE,0.18,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,Proportion.Damaged,FALSE,0.07,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,logAbundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,Proportion.Damaged,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,FALSE,7.46,3.99,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,FALSE,1.42,0.62,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,FALSE,0.17,0.09,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,FALSE,14.92,5.75,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,FALSE,2.1,0.67,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,FALSE,0.3,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,FALSE,7.5,3.2,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,FALSE,1.66,0.42,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,FALSE,0.36,0.01,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,FALSE,67.72,22.92,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,FALSE,3.77,0.58,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,FALSE,0.36,0.01,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,FALSE,11.22,5.42,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,FALSE,1.98,0.46,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,FALSE,0.35,0.02,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,FALSE,13.84,2.98,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,2.52,0.24,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0.38,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,21.32,6.92,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,2.81,0.37,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.38,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,1.06,1.06,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,0.33,0.33,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0.08,0.08,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0.54,0.54,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0.2,0.2,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0.07,0.07,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Acadia NP,ACAD,Ship Harbor,SHIHAR,2019,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
